species,country_of_origin,region,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters,grading_date,total_cup_points,owner,variety,altitude
Arabica,Mexico,san fernando,Washed / Wet,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,0.13,None,1650,1650,1650,"September 14th, 2012",81.08,obed rendon ponce,Typica,1650
Arabica,Mexico,santo reyes nopala,Washed / Wet,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,0.12,Green,1300,1300,1300,"September 4th, 2012",81.08,diego manuel woolrich ramirez,Typica,1300
Arabica,Mexico,santa maria sitepec,Washed / Wet,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,0.11,Green,1642,1642,1642,"August 30th, 2012",81.08,gerardo hernandez valderrabano,Typica,1642
Arabica,Mexico,talpa de allende,Washed / Wet,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,0.1,Green,1200,1200,1200,"July 3rd, 2012",81.08,balbino ramirez flores,Typica,1200
Arabica,United States (Hawaii),NA,Washed / Wet,7.42,7.42,7.25,7.58,6.92,7.17,10,10,10,7.33,0.06,Blue-Green,NA,NA,NA,"February 13th, 2012",81.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Brazil,grama valley,Pulped natural / honey,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,0.11,Green,NA,NA,NA,"January 16th, 2018",81,bourbon specialty coffees,Bourbon,NA
Arabica,El Salvador,apaneca,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,0,Green,1450,1450,1450,"August 28th, 2017",81,consejo salvadoreño del café,Bourbon,1450
Arabica,Brazil,grama valley,Pulped natural / honey,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,0.11,Bluish-Green,NA,NA,NA,"September 9th, 2016",81,bourbon specialty coffees,Yellow Bourbon,NA
Arabica,Guatemala,norte,Washed / Wet,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,7.25,0.09,Green,3280,3280,3280,"August 2nd, 2016",81,juan luis alvarado romero,Bourbon,3280
Arabica,Colombia,guayata,Washed / Wet,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,7.75,0,Green,1600,1600,1600,"July 22nd, 2016",81,racafe & cia s.c.a,Caturra,1600
Arabica,Guatemala,oriente,Washed / Wet,7.5,7.25,7,7.25,7.5,7.25,10,10,10,7.25,0.11,Green,1219.2,1219.2,1219.2,"July 23rd, 2015",81,juan luis alvarado romero,Bourbon,4000psn
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,0.12,Bluish-Green,758,758,758,"May 6th, 2015",81,"lin, che-hao krude 林哲豪",Typica,758m
Arabica,Honduras,san marcos,Natural / Dry,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,7.33,0.12,Green,1350,1350,1350,"January 26th, 2015",81,mayra yessenia torres,Caturra,1350 snn
Arabica,Brazil,cerrado,Natural / Dry,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,7.75,0.12,Green,NA,NA,NA,"January 15th, 2015",81,bourbon specialty coffees,Mundo Novo,NA
Arabica,"Tanzania, United Republic Of",arusha,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,0.12,Green,1525,1525,1525,"December 15th, 2014",81,mlimani ngarashi,Other,1525 m
Arabica,Uganda,eastern,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,7.42,0.12,Green,1700,1700,1700,"June 30th, 2014",81,kyagalanyi ltd,SL14,1700
Arabica,Taiwan,nantou,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10,10,10,7.25,0.11,Green,1100,1100,1100,"December 26th, 2013",81,cqi taiwan icp cqi台灣合作夥伴,Typica,1100 m
Arabica,Thailand,thailand,Washed / Wet,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,7.17,0,Green,800,800,800,"May 29th, 2013",81,doi tung development project,NA,800++
Arabica,Mexico,"motozintla, chiapas",Washed / Wet,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,7.25,0.12,Green,950,950,950,"September 11th, 2012",81,alejandro garcia palacios,Other,950
Arabica,Mexico,adolfo lopez mateos,Washed / Wet,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,7.5,0,Green,1100,1100,1100,"July 3rd, 2012",81,organizaciones de productores de cafe colimense,Typica,1100
Arabica,Taiwan,taiwan,Washed / Wet,7.33,7.17,7.25,7.33,7.33,7.25,10,10,10,7.25,0,Blue-Green,200,200,200,"December 8th, 2017",80.92,cqi taiwan icp cqi台灣合作夥伴,Other,200
Arabica,Guatemala,oriente,Washed / Wet,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,7.5,0.1,Green,1901,1901,1901,"August 23rd, 2017",80.92,juan luis alvarado romero,Bourbon,1901
Arabica,Kenya,kiambu,Washed / Wet,7.17,7.58,7.5,7.5,8,7.75,10,10,10,5.42,0.11,Green,1600,1600,1600,"July 7th, 2017",80.92,lydiah mwangi,SL28,1600
Arabica,Mexico,veracruz,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,7.33,0.11,Green,1100,1100,1100,"May 12th, 2017",80.92,grupo santab s.a de c.v.,Bourbon,1100
Arabica,Myanmar,pyinoolwin,Other,7.17,7.42,7,7.58,7.33,7,10,10,10,7.42,0,NA,1066.8,1066.8,1066.8,"July 17th, 2015",80.92,min hlaing,Other,3500 ft
Arabica,United States (Hawaii),kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10,10,10,7.25,0.1,Bluish-Green,NA,NA,NA,"January 13th, 2015",80.92,eileen koyanagi,Hawaiian Kona,NA
Arabica,"Tanzania, United Republic Of","manyara, karatu",Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,0.12,Green,1700,1700,1700,"December 18th, 2014",80.92,karatu estate,Other,1700
Arabica,Brazil,mantiqueira de minas,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,7.25,0.12,Green,1200,1200,1200,"December 16th, 2014",80.92,jacques pereira carneiro,Yellow Bourbon,1200
Arabica,Taiwan,台中新社,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10,10,10,6.75,0.09,Green,550,550,550,"November 23rd, 2014",80.92,cqi taiwan icp cqi台灣合作夥伴,Typica,550公尺
Arabica,Brazil,south of minas,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,7.33,0.1,None,1100,1100,1100,"October 16th, 2014",80.92,ipanema coffees,Bourbon,1100
Arabica,Nicaragua,matagalpa,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10,10,10,7.33,0.1,Green,700,1400,1050,"July 16th, 2014",80.92,chris finch,Caturra,between 700 and 1400 meters
Arabica,Guatemala,jalapa,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,7.08,0.12,Green,1524,1524,1524,"June 10th, 2014",80.92,juan luis alvarado romero,Pacas,5000 ft.
Arabica,Taiwan,taichung taiping 台中市太平區,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,NA,900,900,900,"December 26th, 2013",80.92,cqi taiwan icp cqi台灣合作夥伴,Typica,900 m
Arabica,Taiwan,nantou,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,0.11,Green,688,688,688,"December 26th, 2013",80.92,cqi taiwan icp cqi台灣合作夥伴,Typica,688 m
Arabica,Taiwan,new taipei zhonghe 新北市中和區,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11,Green,300,300,300,"December 26th, 2013",80.92,cqi taiwan icp cqi台灣合作夥伴,Typica,300 m
Arabica,Mexico,ixhuatlan del cafe,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,0.13,Green,1186,1186,1186,"July 11th, 2012",80.92,eduardo luis augusto velazquez solis,Typica,1186
Arabica,Thailand,NA,NA,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,0,NA,NA,NA,NA,"April 13th, 2010",80.92,doi tung development project,Peaberry,NA
Arabica,Laos,"paksong,laos",Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,0,Green,1300,1300,1300,"June 22nd, 2017",80.83,cqi taiwan icp cqi台灣合作夥伴,Catimor,1300
Arabica,Guatemala,orient,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,0.11,Green,1200,1200,1200,"May 26th, 2014",80.83,the coffee source inc.,Caturra,1200
Arabica,Mexico,motozintla,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,0.13,Green,1210,1210,1210,"August 30th, 2012",80.83,luis roberto fermoso beltran,Catuai,1210
Arabica,Mexico,oaxaca,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,0.11,Green,1100,1100,1100,"August 29th, 2012",80.83,jose manuel vergara cortes,Typica,1100
Arabica,Mexico,veracruz,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,0.13,Green,100,100,100,"July 3rd, 2012",80.83,christina dusing,Bourbon,100
Arabica,United States (Hawaii),kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,0.1,Blue-Green,NA,NA,NA,"February 23rd, 2012",80.83,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Colombia,huila,NA,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,0.01,NA,1800,1800,1800,"January 25th, 2011",80.83,exportadora de cafe condor s.a,NA,1800 m.s.n.m
Arabica,Brazil,monte carmelo,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,0,Green,NA,NA,NA,"October 8th, 2015",80.75,bourbon specialty coffees,NA,NA
Arabica,Myanmar,ywar ngan,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,0,Green,3825,3825,3825,"July 17th, 2015",80.75,u soe,Catuai,3825
Arabica,Guatemala,huehuetenango,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,0.12,Green,1658.112,1755.648,1706.88,"June 18th, 2015",80.75,juan luis alvarado romero,Caturra,5440-5760 metros
Arabica,Nicaragua,jinotega,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,0.12,Green,110000,110000,110000,"May 28th, 2015",80.75,"comercial internacional exportadora, s.a.",Other,1100.00 mosl
Arabica,Honduras,"siguatepeque, comayagua",Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,0.11,Green,1450,1450,1450,"May 25th, 2015",80.75,bismarck castro,Caturra,1450 masl
Arabica,Panama,boquete,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,0.11,Green,1680,1680,1680,"May 23rd, 2015",80.75,essencecoffee,Caturra,1680m
Arabica,Honduras,marcala,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,0.09,Green,1350,1350,1350,"May 22nd, 2015",80.75,cadexsa,Catuai,1350
Arabica,Honduras,central region,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,0.13,Green,1450,1450,1450,"March 11th, 2015",80.75,NA,Catuai,1450 mals
Arabica,Costa Rica,san ramon,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,0.11,Green,1300,1300,1300,"April 11th, 2014",80.75,the coffee source inc.,Caturra,1300 msnm
Arabica,Mexico,oaxaca,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,0.11,Green,1200,1200,1200,"September 4th, 2012",80.75,diego manuel woolrich ramirez,Typica,1200
Arabica,Haiti,haiti,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,0.12,Green,1000,1000,1000,"May 22nd, 2012",80.75,myriam kaplan-pasternak,Typica,~1000 meters
Arabica,United States (Hawaii),kona,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0.13,Bluish-Green,NA,NA,NA,"December 21st, 2011",80.75,kona pacific farmers cooperative,Arusha,NA
Arabica,Taiwan,taiwan,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,0,Green,NA,NA,NA,"August 12th, 2016",80.67,cqi taiwan icp cqi台灣合作夥伴,Typica,NA
Arabica,Indonesia,sumatra brastagi,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,0.13,Blue-Green,1200,1500,1350,"November 10th, 2015",80.67,aulia arif syahri,Mandheling,1200-1500
Arabica,Guatemala,antigua,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,0.11,Green,1500,1500,1500,"October 23rd, 2015",80.67,juan luis alvarado romero,Bourbon,1500msnm
Arabica,Costa Rica,tarrazu,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,0.11,Blue-Green,185,185,185,"February 27th, 2015",80.67,"ceca, s.a.",Caturra,1.85
Arabica,Malawi,southern- zomba,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,0.12,Bluish-Green,990,1000,995,"November 4th, 2014",80.67,afca,Caturra,990-1000m
Arabica,Mexico,"el desmoronado, talpan de allende jalisco",Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,0.12,Green,1200,1200,1200,"October 23rd, 2014",80.67,cafe de don balbino s.c. de r.l. de c.v.,Typica,1200
Arabica,Colombia,santander,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,0,NA,1550,1550,1550,"April 14th, 2014",80.67,compañia colombiana agroindustrial s.a,Caturra,1550
Arabica,Guatemala,"san lucas toliman, solola",Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,0.12,Green,1550,1550,1550,"June 5th, 2013",80.67,juan luis alvarado romero,Bourbon,1550
Arabica,Guatemala,oriente,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,0.11,Green,NA,NA,NA,"January 25th, 2012",80.67,juan luis alvarado romero,Bourbon,NA
Arabica,Guatemala,oriente,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,0.11,Green,NA,NA,NA,"January 25th, 2012",80.67,juan luis alvarado romero,Bourbon,NA
Arabica,Colombia,NA,NA,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,0.18,NA,NA,NA,NA,"March 15th, 2011",80.67,racafe & cia s.c.a,NA,NA
Arabica,Brazil,monte carmelo,NA,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,0.11,Green,NA,NA,NA,"March 11th, 2016",80.58,bourbon specialty coffees,NA,NA
Arabica,Nicaragua,nueva segovia,NA,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,0.11,Green,NA,NA,NA,"February 26th, 2016",80.58,"exportadora atlantic, s.a.",NA,NA
Arabica,"Tanzania, United Republic Of",arusha,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,0.12,Bluish-Green,1400,1400,1400,"January 6th, 2015",80.58,burka coffee estate,Other,1400
Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,0,Green,1200,1200,1200,"October 17th, 2014",80.58,ipanema coffees,Bourbon,1200
Arabica,Honduras,occidental,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,0.11,Green,1400,1400,1400,"April 30th, 2014",80.58,beneficio santa rosa,Caturra,1400 m.s.n.m.
Arabica,Guatemala,huehuetenango,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,0.11,Green,1383.792,1383.792,1383.792,"January 28th, 2014",80.58,juan luis alvarado romero,Bourbon,4540 metros
Arabica,United States (Hawaii),NA,NA,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,0,NA,NA,NA,NA,"May 4th, 2011",80.58,kona pacific farmers cooperative,NA,NA
Arabica,Colombia,NA,NA,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,0,NA,NA,NA,NA,"March 15th, 2011",80.58,racafe & cia s.c.a,NA,NA
Arabica,Taiwan,taiwan,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,0,Blue-Green,50,50,50,"December 8th, 2017",80.5,cqi taiwan icp cqi台灣合作夥伴,Other,50
Arabica,Guatemala,santa rosa,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,0.1,Green,1500,1500,1500,"September 8th, 2017",80.5,juan luis alvarado romero,Caturra,1500
Arabica,Honduras,ocotepeque,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,0.11,Green,1650,1650,1650,"August 23rd, 2017",80.5,janny marlith torres,Catuai,1650
Arabica,Mauritius,chamarel (south west),NA,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,0.12,Green,280,280,280,"February 11th, 2016",80.5,case noyale ltd,NA,280
Arabica,Brazil,vale da grama,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,0.11,Green,1250,1250,1250,"November 17th, 2015",80.5,bourbon specialty coffees,Yellow Bourbon,1250 m
Arabica,Myanmar,pyin oo lwin,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,0,Green,3800,3800,3800,"July 17th, 2015",80.5,shwe yin mar coffee,Other,3800
Arabica,Guatemala,oriente,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,0.11,Green,1219.2,1219.2,1219.2,"April 23rd, 2014",80.5,juan luis alvarado romero,Other,4000 p.s.n.m.
Arabica,Brazil,mantiqueira de minas,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,0.1,None,1250,1250,1250,"April 17th, 2014",80.5,jacques pereira carneiro,Yellow Bourbon,1250
Arabica,United States (Hawaii),kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,0.11,Green,NA,NA,NA,"February 4th, 2014",80.5,eileen koyanagi,Hawaiian Kona,NA
Arabica,Guatemala,huehuetenango,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,0.12,Green,1859.28,1859.28,1859.28,"February 13th, 2013",80.5,juan luis alvarado romero,Bourbon,6100 metros
Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,0.15,None,1450,1450,1450,"September 17th, 2012",80.5,israel eduardo paz garcia,Typica,1450
Arabica,Honduras,marcala,NA,7.25,7.42,7,7.42,7.33,7,10,10,10,7,0.1,Green,1450,1450,1450,"February 3rd, 2016",80.42,cadexsa,NA,1450
Arabica,Taiwan,南投國姓,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,0.14,Green,600,600,600,"November 23rd, 2014",80.42,cqi taiwan icp cqi台灣合作夥伴,Typica,600公尺
Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,0,Green,1450,1450,1450,"April 26th, 2014",80.42,lusso lab,Bourbon,1450m
Arabica,China,yunnan,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,0.17,Green,1700,1700,1700,"January 17th, 2014",80.42,adam ciruli ye,Other,1700
Arabica,Taiwan,nantou,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,0.11,Green,600,600,600,"December 26th, 2013
",80.42,cqi taiwan icp cqi台灣合作夥伴,Typica,600 m
Arabica,Mexico,pochutla,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,0.1,Green,1050,1050,1050,"September 4th, 2012",80.42,alfredo bojalil,Typica,1050
Arabica,Mexico,la concordia,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,0.12,Green,1550,1550,1550,"August 30th, 2012",80.42,armando luis pohlenz martinez,Caturra,1550
Arabica,Burundi,mumirwa,NA,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,0.12,Green,1700,1700,1700,"January 22nd, 2016",80.33,simon mahinda,NA,1700
Arabica,"Tanzania, United Republic Of",mkuu rombo,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,0.13,Green,1700,1700,1700,"November 16th, 2015",80.33,delfina leon shine,Bourbon,1700
Arabica,"Tanzania, United Republic Of",arusha,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,0.12,Bluish-Green,NA,NA,NA,"December 18th, 2014",80.33,kongoni estate,Other,NA
Arabica,Taiwan,taichung xinshe 台中市新社區,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,0.11,Green,600,600,600,"December 26th, 2013",80.33,cqi taiwan icp cqi台灣合作夥伴,Yellow Bourbon,600 m
Arabica,Guatemala,oriente,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,0.11,Green,1310.64,1310.64,1310.64,"June 6th, 2013",80.33,juan luis alvarado romero,Bourbon,4300
Arabica,Mexico,chilón,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,0.11,Green,940,940,940,"August 30th, 2012",80.33,miguel cortes moreno,Typica,940
Arabica,United States (Hawaii),kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0.12,Green,NA,NA,NA,"February 8th, 2012",80.33,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Ethiopia,kelem welega,NA,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,0.1,NA,NA,NA,NA,"June 17th, 2010",80.33,ethiopia commodity exchange,NA,NA
Arabica,Brazil,cerrado - monte carmelo - minas gerais,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,0.11,Green,995,995,995,"November 3rd, 2017",80.25,volcafe ltda. - brasil,Catuai,995
Arabica,Honduras,comayagua,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,0.1,Green,1400,1400,1400,"April 6th, 2017",80.25,bismarck castro,Caturra,1400
Arabica,Mexico,sierra madre occidental,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,0.1,Green,1600,1600,1600,"April 26th, 2016",80.25,cafe de don balbino s.c. de r.l. de c.v.,Caturra,1600
Arabica,Myanmar,"yauk sauk, shan state",Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,0.11,Green,914.4,914.4,914.4,"August 27th, 2015",80.25,bob mccauley,Other,3000 ft
Arabica,Myanmar,ywar ngan,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,0,Green,4287,4287,4287,"July 17th, 2015",80.25,u htun htun,Catuai,4287
Arabica,Nicaragua,matagalpa,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,0.11,Green,900,900,900,"February 20th, 2015",80.25,gloria antonieta escobar urrutia,Caturra,900 m.s.n.m.
Arabica,United States (Hawaii),kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,0.12,Green,NA,NA,NA,"March 3rd, 2014",80.25,eileen koyanagi,Hawaiian Kona,NA
Arabica,Colombia,NA,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,0.1,Green,NA,NA,NA,"January 8th, 2014",80.25,honor dela fuente,Typica,NA
Arabica,Taiwan,chiayi fanlu嘉義縣番路鄉,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,0.11,Green,700,700,700,"December 26th, 2013",80.25,cqi taiwan icp cqi台灣合作夥伴,Typica,700 m
Arabica,Guatemala,oriente,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,0.11,Green,1400,1400,1400,"January 9th, 2013",80.25,the coffee source inc.,Caturra,1400
Arabica,Mexico,"calnali, hidalgo",Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,0.11,None,808,808,808,"September 27th, 2012",80.25,saul m. hernandez ramirez,Caturra,808
Arabica,Vietnam,dala,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,0,NA,1550,1550,1550,"May 9th, 2017",80.17,"sunvirtue co., ltd.",Catimor,1550
Arabica,Nicaragua,jinotega,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,0.11,NA,1100,1275,1187.5,"April 24th, 2015",80.17,"exportadora atlantic, s.a.",Caturra,1100 - 1275 mts
Arabica,Honduras,marcala,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,0.11,Green,1400,1400,1400,"January 26th, 2015",80.17,cadexsa,Catuai,1400 msnm
Arabica,Guatemala,oriente,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,0.11,Green,1310.64,1310.64,1310.64,"August 7th, 2013",80.17,juan luis alvarado romero,Bourbon,4300
Arabica,Mexico,coatepec,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,0.11,Green,1250,1250,1250,"October 9th, 2012",80.17,pablo enrique martinez gama,Typica,1250
Arabica,Mexico,zaragoza itundujia,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,0.14,Green,1550,1550,1550,"September 13th, 2012",80.17,israel eduardo paz garcia,Typica,1550
Arabica,Mexico,veracruz,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,0.12,Green,1000,1000,1000,"September 10th, 2012",80.17,marco virgilio ramirez teliz,Bourbon,1000
Arabica,Guatemala,oriente,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,0.11,Green,1310.64,1310.64,1310.64,"May 24th, 2012",80.17,juan luis alvarado romero,Bourbon,4300
Arabica,United States (Hawaii),kona,NA,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0.05,NA,NA,NA,NA,"September 22nd, 2011",80.17,kona pacific farmers cooperative,NA,NA
Arabica,Brazil,mantiqueira de minas,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,0.11,Green,1100,1100,1100,"November 29th, 2017",80.08,brayan cunha souza,Bourbon,1100
Arabica,Taiwan,苗栗泰安,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,0.07,Green,850,850,850,"November 23rd, 2014",80.08,cqi taiwan icp cqi台灣合作夥伴,Typica,850公尺
Arabica,Nicaragua,NA,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,0.1,Green,NA,NA,NA,"February 25th, 2014",80.08,honor dela fuente,NA,NA
Arabica,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,0.11,Green,200,200,200,"December 26th, 2013",80.08,cqi taiwan icp cqi台灣合作夥伴,Typica,200 m
Arabica,Taiwan,changhua baguashan 彰化市八卦山,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,0.11,Green,150,150,150,"December 26th, 2013",80.08,cqi taiwan icp cqi台灣合作夥伴,Typica,150 m
